Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
Drive,2011,R,16 Sep 2011,100 min,"Action, Drama",Nicolas Winding Refn,"Hossein Amini, James Sallis","Ryan Gosling, Carey Mulligan, Bryan Cranston",A mysterious Hollywood action film stuntman gets in trouble with gangsters when he tries to help his neighbor's husband rob a pawn shop while serving as his getaway driver.,"English, Spanish",United States,Nominated for 1 Oscar. 79 wins & 180 nominations total,https://m.media-amazon.com/images/M/MV5BYTFmNTFlOTAtNzEyNi00MWU2LTg3MGEtYjA2NWY3MDliNjlkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,7.8,"735,595",tt0780504,movie,N/A,"$35,061,555",N/A,N/A,True
Confessions of a Teenage Drama Queen,2004,PG,20 Feb 2004,89 min,"Comedy, Family, Music",Sara Sugarman,"Dyan Sheldon, Gail Parent","Lindsay Lohan, Megan Fox, Adam Garcia","A teenage girl is convinced that her home city revolves around her until her family packs up and moves to the suburbs, where she finds herself competing for attention.",English,"Germany, United States, Canada",1 win total,https://m.media-amazon.com/images/M/MV5BMTIzMDE0MDQ5Ml5BMl5BanBnXkFtZTcwNTUwMDUyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",33,4.7,"32,077",tt0361467,movie,N/A,"$29,331,068",N/A,N/A,True
The Object of My Affection,1998,R,17 Apr 1998,111 min,"Comedy, Drama, Romance",Nicholas Hytner,"Stephen McCauley, Wendy Wasserstein","Jennifer Aniston, Paul Rudd, Kali Rocha","A pregnant New York City social worker begins to develop romantic feelings for her gay best friend, and decides she'd rather raise her child with him, much to the dismay of her overbearing boyfriend.",English,United States,1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BNDY2MjRhMTQtY2NhYi00OWNhLWJhYjUtNzA2NDYwNGFmN2FjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.0,"21,917",tt0120772,movie,N/A,"$29,187,243",N/A,N/A,True
28 Weeks Later,2007,R,11 May 2007,100 min,"Horror, Sci-Fi",Juan Carlos Fresnadillo,"Rowan Joffe, Juan Carlos Fresnadillo, Enrique López Lavigne","Jeremy Renner, Rose Byrne, Robert Carlyle","Six months after the rage virus was inflicted on the population of Great Britain, the US Army helps to secure a small area of London for the survivors to repopulate and start again. But not everything goes according to plan.",English,"United Kingdom, Spain, United States",3 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BMTUxMjc2MTcxNV5BMl5BanBnXkFtZTcwMzgzOTY0MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,6.9,"308,479",tt0463854,movie,N/A,"$28,638,916",N/A,N/A,True
When the Game Stands Tall,2014,PG,22 Aug 2014,115 min,"Biography, Drama, Family",Thomas Carter,"Scott Marshall Smith, David Zelon, Neil Hayes","Jim Caviezel, Alexander Ludwig, Michael Chiklis","The journey of legendary football coach Bob Ladouceur, who took the De La Salle High School Spartans from obscurity to a 151-game winning streak that shattered all records for any American sport.",English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BMTQ5NDMzOTI3MV5BMl5BanBnXkFtZTgwMjU4MTMyMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,6.6,"17,215",tt2247476,movie,N/A,"$30,127,963",N/A,N/A,True
Because of Winn-Dixie,2005,PG,18 Feb 2005,106 min,"Comedy, Drama, Family",Wayne Wang,"Kate DiCamillo, Joan Singleton","AnnaSophia Robb, Jeff Daniels, Eva Marie Saint",A mischievous dog befriends a lonely young girl in a new town and helps her make new friends.,English,United States,2 nominations total,https://m.media-amazon.com/images/M/MV5BMTA3NDYzNDE0MjBeQTJeQWpwZ15BbWU3MDc3NjA3MzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.4,"13,037",tt0317132,movie,N/A,"$32,647,042",N/A,N/A,True
Love,2015,TV-MA,30 Oct 2015,135 min,"Drama, Romance",Gaspar Noé,Gaspar Noé,"Aomi Muyock, Karl Glusman, Klara Kristin","Murphy is an American living in Paris who enters a highly sexually and emotionally charged relationship with Electra. Unaware of the effect it will have on their relationship, they invite their pretty neighbor into their bed.","English, French","France, Belgium, Brazil",2 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BNDg1MTg0ZDgtZTM5Ny00OTFmLWE1OWItNTAzZDgxOWU1YTA2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.1,"70,922",tt3774694,movie,N/A,"$249,083",N/A,N/A,True
Grosse Pointe Blank,1997,R,11 Apr 1997,107 min,"Action, Comedy, Crime",George Armitage,"Tom Jankiewicz, D.V. DeVincentis, Steve Pink","John Cusack, Minnie Driver, Dan Aykroyd","Professional assassin Martin Blank is sent on a mission to a small Detroit suburb, Grosse Pointe--where, by coincidence, his 10-year high-school reunion party is about to take place.",English,United States,2 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BZDJkMWJkMTgtZjljZS00ZDNlLWE2MjEtNjQ2NzI5NDk4MTRkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.3,"102,014",tt0119229,movie,N/A,"$28,084,357",N/A,N/A,True
All About Steve,2009,PG-13,04 Sep 2009,99 min,"Comedy, Family, Romance",Phil Traill,Kim Barker,"Sandra Bullock, Bradley Cooper, Thomas Haden Church","Convinced that a CCN cameraman is her true love, an eccentric crossword puzzler trails him as he travels all over the country, hoping to convince him that they belong together.","English, Spanish, French, American Sign ",United States,2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTA5MTQxOTE2OTReQTJeQWpwZ15BbWU3MDY5NzI4NzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}, {'Source': 'Metacritic', 'Value': '17/100'}]",17,4.8,"44,902",tt0881891,movie,N/A,"$33,862,903",N/A,N/A,True
Book of Shadows: Blair Witch 2,2000,R,27 Oct 2000,90 min,"Adventure, Fantasy, Horror",Joe Berlinger,"Daniel Myrick, Eduardo Sánchez, Dick Beebe","Jeffrey Donovan, Stephen Barker Turner, Erica Leerhsen","A group of tourists arrives in Burkittsville, Maryland after seeing The Blair Witch Project (1999) to explore the mythology and phenomenon, only to come face to face with their own neuroses and possibly the witch herself.","English, German",United States,5 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BNDI1NWIyZGQtZjM1NC00N2I1LWFmYjItZDliZjhmYjM4YTgxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '15/100'}]",15,4.0,"40,827",tt0229260,movie,N/A,"$26,437,094",N/A,N/A,True
The Craft,1996,R,03 May 1996,101 min,"Drama, Fantasy, Horror",Andrew Fleming,"Peter Filardi, Andrew Fleming","Robin Tunney, Fairuza Balk, Neve Campbell","A young girl new to a Catholic school befriends a coven of witches whom the other students either shun or fear. But when a powerful invocation goes wrong, the consequences could endanger their lives.","English, French",United States,1 win & 7 nominations total,https://m.media-amazon.com/images/M/MV5BZTU4ZjkwMzctY2RmYy00OWQ5LWJhMDItM2FjZDg3ZTAzMWI1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.5,"114,553",tt0115963,movie,N/A,"$24,819,936",N/A,N/A,True
Match Point,2005,R,20 Jan 2006,124 min,"Drama, Romance, Thriller",Woody Allen,Woody Allen,"Scarlett Johansson, Jonathan Rhys Meyers, Emily Mortimer","At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law.",English,"United Kingdom, Luxembourg, United States",Nominated for 1 Oscar. 12 wins & 32 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ1NzQ4OTM4MV5BMl5BanBnXkFtZTcwNzY2OTQzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.6,"233,561",tt0416320,movie,N/A,"$23,151,529",N/A,N/A,True
Ramona and Beezus,2010,G,23 Jul 2010,103 min,"Comedy, Drama, Family",Elizabeth Allen Rosenbaum,"Laurie Craig, Nick Pustay, Beverly Cleary","Joey King, Selena Gomez, Bridget Moynahan","An adventurous young girl uses her imagination to escape her reality, that is quickly spinning out of reach.",English,United States,1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BMTk4MTU0MTczM15BMl5BanBnXkFtZTcwNjYzOTI0Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.5,"20,531",tt0493949,movie,N/A,"$26,167,002",N/A,N/A,True
The Remains of the Day,1993,PG,19 Nov 1993,134 min,"Drama, Romance",James Ivory,"Kazuo Ishiguro, Ruth Prawer Jhabvala","Anthony Hopkins, Emma Thompson, John Haycraft",A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.,"English, French, German",United States,Nominated for 8 Oscars. 17 wins & 42 nominations total,https://m.media-amazon.com/images/M/MV5BOWY5MTFkMmEtNDE2Zi00NzU4LWE2OWMtZGE4ZWY1NmIzN2I0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,7.8,"87,999",tt0107943,movie,N/A,"$23,237,911",N/A,N/A,True
Boogie Nights,1997,R,31 Oct 1997,155 min,Drama,Paul Thomas Anderson,Paul Thomas Anderson,"Mark Wahlberg, Julianne Moore, Burt Reynolds",An idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent.,English,United States,Nominated for 3 Oscars. 36 wins & 64 nominations total,https://m.media-amazon.com/images/M/MV5BOTFmZmE4OTMtNDYxNi00MmZmLThlYjktMmExMzMwY2YzOTFiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,7.9,"291,084",tt0118749,movie,N/A,"$26,416,349",N/A,N/A,True
Nowhere to Run,1993,R,15 Jan 1993,94 min,"Action, Drama, Romance",Robert Harmon,"Joe Eszterhas, Richard Marquand, Leslie Bohem","Jean-Claude Van Damme, Rosanna Arquette, Kieran Culkin","Sam, an escaped convict, lands up on a farmland owned by a widow. When he learns that a ruthless contractor is trying to take over her land, he helps her to fight against the injustice.",English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BYmQ4YzRiYTktNTExOC00YmQ4LTg3M2QtNDdiNDFlNmYwYmQxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,5.7,"27,113",tt0107711,movie,N/A,"$22,189,039",N/A,N/A,True
Flicka,2006,PG,20 Oct 2006,95 min,"Adventure, Drama, Family",Michael Mayer,"Mark Rosenthal, Lawrence Konner, Mary O'Hara","Alison Lohman, Tim McGraw, Maria Bello",Young Katy claims a wild horse as her own -- an effort to prove to her father that she is capable of taking over the family horse ranch one day.,English,"United Kingdom, United States",3 nominations total,https://m.media-amazon.com/images/M/MV5BMTI4OTM2MjU4M15BMl5BanBnXkFtZTcwMTA5MjA0MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.0,"8,736",tt0434215,movie,N/A,"$21,000,147",N/A,N/A,True
Urban Legends: Final Cut,2000,R,22 Sep 2000,97 min,"Horror, Mystery",John Ottman,"Silvio Horta, Paul Harris Boardman, Scott Derrickson","Jennifer Morrison, Matthew Davis, Hart Bochner",A film school is the center of a fresh spate of killings based on urban legends.,English,"France, Canada, United States",1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BYzMzZWExODEtZDAxMC00NDIzLThlOTItZjhiYWI0MGU2ZTk3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '16/100'}]",16,4.4,"19,498",tt0192731,movie,N/A,"$21,468,807",N/A,N/A,True
Tuck Everlasting,2002,PG,11 Oct 2002,90 min,"Drama, Family, Fantasy",Jay Russell,"Natalie Babbitt, Jeffrey Lieber, James V. Hart","Alexis Bledel, Jonathan Jackson, Sissy Spacek",A young woman meets and falls in love with a young man who is part of a family of immortals.,"English, French",United States,1 win & 3 nominations total,https://m.media-amazon.com/images/M/MV5BM2I5ZmRlZmMtNWM5OC00MGQwLWFhMTUtZjkyZjJlODZjZjk2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.6,"25,862",tt0283084,movie,N/A,"$19,161,999",N/A,N/A,True
The Marine,2006,PG-13,13 Oct 2006,92 min,"Action, Comedy, Drama",John Bonito,"Michelle Gallagher, Alan B. McElroy","John Cena, Kelly Carlson, Robert Patrick",A group of diamond thieves on the run kidnap the wife of a recently discharged marine who goes on a chase through the South Carolinian wilderness to retrieve her.,"English, Arabic",United States,N/A,https://m.media-amazon.com/images/M/MV5BMTE5OTU4NjQwMl5BMl5BanBnXkFtZTcwODI1ODYzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,4.8,"36,685",tt0419946,movie,N/A,"$18,844,784",N/A,N/A,True
Keanu,2016,R,29 Apr 2016,100 min,"Action, Comedy, Crime",Peter Atencio,"Jordan Peele, Alex Rubens","Keegan-Michael Key, Jordan Peele, Tiffany Haddish","When the adorable kitten of an L.A. crime kingpin unexpectedly enters the life of two cousins, they will have to go through tough gangs, pitiless hit-men, and ruthless drug dealers who all claim him, to get him back. How hard can ...",English,United States,4 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BMTUwODA0NzQxMl5BMl5BanBnXkFtZTgwNzUyMjY3ODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.2,"53,802",tt4139124,movie,N/A,"$20,591,853",N/A,N/A,True
Country Strong,2010,PG-13,07 Jan 2011,117 min,"Drama, Music",Shana Feste,Shana Feste,"Garrett Hedlund, Gwyneth Paltrow, Leighton Meester","A rising country-music songwriter works with a fallen star to work their way to fame, causing romantic complications along the way.",English,United States,Nominated for 1 Oscar. 1 win & 8 nominations total,https://m.media-amazon.com/images/M/MV5BNGY1MzE2NDItNDQwMi00YmYwLWFlYTEtMjNkOTBjN2ZlZjI3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.3,"19,176",tt1555064,movie,N/A,"$20,218,921",N/A,N/A,True
Disturbing Behavior,1998,R,24 Jul 1998,84 min,"Horror, Mystery, Sci-Fi",David Nutter,Scott Rosenberg,"James Marsden, Katie Holmes, Nick Stahl","The new kid in Cradle Bay, Washington stumbles across something sinister about the town's method of transforming its unruly teens into upstanding citizens.",English,"Canada, Australia, United States",1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BMjE2YWJhOTctZTE4Yy00ZDZhLTkzNGEtNzgzOGNjZWM5YWYwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}]",N/A,5.6,"26,346",tt0134619,movie,N/A,"$17,514,980",N/A,N/A,True
The Place Beyond the Pines,2012,R,19 Apr 2013,140 min,"Crime, Drama, Thriller",Derek Cianfrance,"Derek Cianfrance, Ben Coccio, Darius Marder","Ryan Gosling, Bradley Cooper, Eva Mendes",A stunt rider turns into a robber in order to lead a happy life with his child and lover and grabs the attention of a police officer. They both get on a collision course that affects their families.,"English, Spanish",United States,5 wins & 22 nominations total,https://m.media-amazon.com/images/M/MV5BMjc1OTEwNjU4N15BMl5BanBnXkFtZTcwNzUzNDIwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,7.3,"296,737",tt1817273,movie,N/A,"$21,403,519",N/A,N/A,True
The November Man,2014,R,27 Aug 2014,108 min,"Action, Adventure, Crime",Roger Donaldson,"Michael Finch, Karl Gajdusek, Bill Granger","Pierce Brosnan, Luke Bracey, Olga Kurylenko",An ex-C.I.A. operative is brought back in on a very personal mission and finds himself pitted against his former pupil in a deadly game involving high-level C.I.A. officials and the Russian President-elect.,"English, Russian","United States, United Kingdom",N/A,https://m.media-amazon.com/images/M/MV5BNTkzMDk5NjUxNV5BMl5BanBnXkFtZTgwMzMwOTMyMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,6.3,"71,460",tt2402157,movie,N/A,"$25,018,119",N/A,N/A,True
Eye of the Beholder,1999,R,28 Jan 2000,109 min,"Drama, Mystery, Thriller",Stephan Elliott,"Marc Behm, Stephan Elliott","Ewan McGregor, Ashley Judd, Patrick Bergin","A private eye shadows a female serial killer of men all over the U.S. without her knowing as he, strangely enough, occasionally acts as her guardian angel.",English,"Canada, United Kingdom, Australia, United States",1 win total,https://m.media-amazon.com/images/M/MV5BZjE1NTI3NGYtMjAwZC00N2EwLTliY2MtNDliOTg2OWVjNjY0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",29,5.0,"16,268",tt0120662,movie,N/A,"$16,500,786",N/A,N/A,True
The Hurt Locker,2008,R,31 Jul 2009,131 min,"Drama, Thriller, War",Kathryn Bigelow,Mark Boal,"Jeremy Renner, Anthony Mackie, Brian Geraghty","During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.","English, Arabic","United States, Luxembourg, Canada",Won 6 Oscars. 125 wins & 130 nominations total,https://m.media-amazon.com/images/M/MV5BNzgyMGM2YTItYzY2Yi00NDQ0LWE0M2EtMGUzYjFlMDgyY2M3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '95/100'}]",95,7.5,"483,818",tt0887912,movie,N/A,"$17,017,811",N/A,N/A,True
