0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Extraordinary Measures,2010,PG,22 Jan 2010,106 min,Drama,Tom Vaughan,"Robert Nelson Jacobs, Geeta Anand","Brendan Fraser, Keri Russell, Harrison Ford",A drama centered on the efforts of John and Aileen Crowley to find a researcher who might have a cure for their two children's rare genetic disorder.,English,United States,1 win total,https://m.media-amazon.com/images/M/MV5BMTQ2Mjg5MDEyNV5BMl5BanBnXkFtZTcwMjkxMDAxMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.4,"18,113",tt1244659,movie,N/A,"$12,068,313",N/A,N/A,True
Remember the Titans,2000,PG,29 Sep 2000,113 min,"Biography, Comedy, Drama",Boaz Yakin,Gregory Allen Howard,"Denzel Washington, Will Patton, Wood Harris","In 1971, Virginia high-school football was everything to the people of Alexandria, but when the school board was forced to integrate an all-Black school with an all-white one, the foundation of football's tradition was put to the ...",English,United States,8 wins & 17 nominations total,https://m.media-amazon.com/images/M/MV5BZWY0NzgxMWQtMjM4NC00MjRiLWE0YjctYTFiNjA2NTNkZGY1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,7.8,"237,568",tt0210945,movie,N/A,"$115,719,751",N/A,N/A,True
The Hunt for Red October,1990,PG,02 Mar 1990,135 min,"Action, Adventure, Thriller",John McTiernan,"Tom Clancy, Larry Ferguson, Donald E. Stewart","Sean Connery, Alec Baldwin, Scott Glenn","In November 1984, the Soviet Union's best submarine captain violates orders and heads for the U.S. in a new undetectable sub. The American CIA and military must quickly determine: Is he trying to defect or to start a war?","English, Russian",United States,Won 1 Oscar. 3 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BMmNhYWJmN2EtZDYwNC00NzE0LWE5N2UtZTUyMDM4YjZmYWE3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,7.5,"222,639",tt0099810,movie,N/A,"$122,012,643",N/A,N/A,True
Lee Daniels' The Butler (2013),2013,N/A,N/A,N/A,Talk-Show,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"[{'Source': 'Rotten Tomatoes', 'Value': '71%'}]",N/A,N/A,N/A,tt30870265,movie,N/A,N/A,N/A,N/A,True
Dodgeball: A True Underdog Story,2004,PG-13,18 Jun 2004,92 min,"Comedy, Sport",Rawson Marshall Thurber,Rawson Marshall Thurber,"Ben Stiller, Christine Taylor, Vince Vaughn",A group of misfits enter a Las Vegas dodgeball tournament in order to save their cherished local gym from the onslaught of a corporate health fitness chain.,"English, German","Germany, United States",2 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BMTIwMzE2MjM4MV5BMl5BanBnXkFtZTYwNjA1OTY3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.7,"275,271",tt0364725,movie,N/A,"$114,326,736",N/A,N/A,True
The Addams Family,1991,PG-13,22 Nov 1991,99 min,"Comedy, Fantasy",Barry Sonnenfeld,"Charles Addams, Caroline Thompson, Larry Wilson","Anjelica Huston, Raul Julia, Christopher Lloyd",Con artists plan to fleece an eccentric family using an accomplice who claims to be their long-lost uncle.,"English, Italian, French",United States,Nominated for 1 Oscar. 5 wins & 23 nominations total,https://m.media-amazon.com/images/M/MV5BZWY0MzVlNGEtYzM1MC00OTI4LWE3ZTQtNWJjYzk2Y2MyNjVkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,7.0,"191,224",tt0101272,movie,N/A,"$113,502,426",N/A,N/A,True
Ace Ventura: When Nature Calls,1995,PG-13,10 Nov 1995,90 min,"Adventure, Comedy, Crime",Steve Oedekerk,"Jack Bernstein, Steve Oedekerk","Jim Carrey, Ian McNeice, Simon Callow","Ace Ventura, Pet Detective, returns from a spiritual quest to investigate the disappearance of a rare white bat, the sacred animal of a tribe in Africa.",English,United States,7 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMjk3ZDUwYTMtYmQyYy00NTg1LWExOTItNTcxODM3NDZiNjMyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.4,"241,921",tt0112281,movie,N/A,"$108,385,533",N/A,N/A,True
The Princess Diaries,2001,G,03 Aug 2001,115 min,"Comedy, Family, Romance",Garry Marshall,"Meg Cabot, Gina Wendkos","Julie Andrews, Anne Hathaway, Hector Elizondo","Mia Thermopolis has just found out that she is the heir apparent to the throne of Genovia. With her friends Lilly and Michael Moscovitz in tow, she tries to navigate through the rest of her sixteenth year.","English, Dutch, Italian","United States, United Kingdom",3 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BMzNiYWQ4NjUtZjliMS00MTllLWIxNDItNGU1MjBkMTE3ODg1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.4,"169,603",tt0247638,movie,N/A,"$108,248,956",N/A,N/A,True
The First Wives Club,1996,PG,20 Sep 1996,103 min,Comedy,Hugh Wilson,"Olivia Goldsmith, Robert Harling","Goldie Hawn, Bette Midler, Diane Keaton","Reunited by the death of a college friend, three divorced women seek revenge on the husbands who left them for younger women.","English, Italian, French",United States,Nominated for 1 Oscar. 3 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BODBjMzg2MTktYjhjNS00ODNjLTk3MzYtZjAyYjg2NjZiNjVjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,6.5,"56,542",tt0116313,movie,N/A,"$105,489,203",N/A,N/A,True
Se7en,1995,R,22 Sep 1995,127 min,"Crime, Drama, Mystery",David Fincher,Andrew Kevin Walker,"Morgan Freeman, Brad Pitt, Kevin Spacey","Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",English,United States,Nominated for 1 Oscar. 29 wins & 44 nominations total,https://m.media-amazon.com/images/M/MV5BY2IzNzMxZjctZjUxZi00YzAxLTk3ZjMtODFjODdhMDU5NDM1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,8.6,"1,907,628",tt0114369,movie,N/A,"$101,040,643",N/A,N/A,True
District 9,2009,R,14 Aug 2009,112 min,"Action, Sci-Fi, Thriller",Neill Blomkamp,"Neill Blomkamp, Terri Tatchell","Sharlto Copley, David James, Jason Cope","In a future Earth in which aliens are isolated in a remote ghetto, a government agent finds himself banished there.","English, Nyanja, Afrikaans, Zulu, Xhosa, Sotho","South Africa, United States, New Zealand, Canada",Nominated for 4 Oscars. 32 wins & 117 nominations total,https://m.media-amazon.com/images/M/MV5BMTM4OTI1OTM5NF5BMl5BanBnXkFtZTcwMzk5MTU1Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.9,"734,532",tt1136608,movie,N/A,"$115,646,235",N/A,N/A,True
The SpongeBob SquarePants Movie,2004,PG,19 Nov 2004,87 min,"Animation, Adventure, Comedy","Stephen Hillenburg, Mark Osborne","Derek Drymon, Tim Hill, Stephen Hillenburg","Tom Kenny, Jeffrey Tambor, Rodger Bumpass","SpongeBob takes leave from Bikini Bottom in order to track down, with Patrick, King Neptune's stolen crown.",English,"United States, Australia, South Korea",1 win & 10 nominations total,https://m.media-amazon.com/images/M/MV5BZTRhZDUzMjktOTJhMC00YjNlLTk5YjAtNTdiYTVmMzc1YTQ1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.2,"107,919",tt0345950,movie,N/A,"$85,417,988",N/A,N/A,True
Mystic River,2003,R,15 Oct 2003,138 min,"Crime, Drama, Mystery",Clint Eastwood,"Brian Helgeland, Dennis Lehane","Sean Penn, Tim Robbins, Kevin Bacon","The tragic murder of a 19-year-old girl reunites three childhood friends still living in Boston--the victim's gangster father, a detective, and the disturbed man they both suspect of killing her.",English,"United States, Australia",Won 2 Oscars. 57 wins & 144 nominations total,https://m.media-amazon.com/images/M/MV5BMTIzNDUyMjA4MV5BMl5BanBnXkFtZTYwNDc4ODM3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,7.9,"503,836",tt0327056,movie,N/A,"$90,135,191",N/A,N/A,True
Million Dollar Baby,2004,PG-13,28 Jan 2005,132 min,"Drama, Sport",Clint Eastwood,"Paul Haggis, F.X. Toole","Hilary Swank, Clint Eastwood, Morgan Freeman","Frankie, an ill-tempered old coach, reluctantly agrees to train aspiring boxer Maggie. Impressed with her determination and talent, he helps her become the best and the two soon form a close bond.","English, Irish Gaelic, German",United States,Won 4 Oscars. 68 wins & 86 nominations total,https://m.media-amazon.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,8.1,"745,543",tt0405159,movie,N/A,"$100,492,203",N/A,N/A,True
Analyze This,1999,R,05 Mar 1999,103 min,"Comedy, Crime",Harold Ramis,"Kenneth Lonergan, Peter Tolan, Harold Ramis","Robert De Niro, Billy Crystal, Lisa Kudrow",A comedy about a psychiatrist whose number-one patient is an insecure mob boss.,English,"United States, Australia",4 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BZDJmZTNmMmQtYWM2MC00YzM5LWI5MGEtODRmZTgzNDAyN2FjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.7,"165,046",tt0122933,movie,N/A,"$106,885,658",N/A,N/A,True
The Notebook,2004,PG-13,25 Jun 2004,123 min,"Drama, Romance",Nick Cassavetes,"Jeremy Leven, Jan Sardi, Nicholas Sparks","Gena Rowlands, James Garner, Rachel McAdams",An elderly man reads to a woman with dementia the story of two young lovers whose romance is threatened by the difference in their respective social classes.,English,United States,12 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BZjE0ZjgzMzYtMTAxYi00NGMzLThmZDktNzFlMzA2MWRmYWQ0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,7.8,"653,502",tt0332280,movie,N/A,"$81,417,274",N/A,N/A,True
27 Dresses,2008,PG-13,18 Jan 2008,111 min,"Comedy, Romance",Anne Fletcher,Aline Brosh McKenna,"Katherine Heigl, James Marsden, Malin Akerman","After serving as a bridesmaid 27 times, a young woman wrestles with the idea of standing by her sister's side as her sibling marries the man she's secretly in love with.",English,United States,5 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BZWM3ZjRiNGUtNmZkMy00YWNkLWI5MGUtYWI1NTc5NGVkODJkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,6.1,"181,154",tt0988595,movie,N/A,"$76,808,654",N/A,N/A,True
Hannah Montana: The Movie,2009,G,10 Apr 2009,102 min,"Comedy, Drama, Family",Peter Chelsom,"Dan Berendsen, Michael Poryes, Richard Correll","Miley Cyrus, Emily Osment, Billy Ray Cyrus","As Hannah Montana's popularity begins to take over her life, Miley Stewart, on the urging from her father takes a trip to her hometown of Crowley Corners, Tennessee to get some perspective on what matters in life the most.",English,United States,6 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BMTkxNjUxODY3NF5BMl5BanBnXkFtZTcwMjQyMzMzMg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,4.7,"47,336",tt1114677,movie,N/A,"$79,576,189",N/A,N/A,True
The Prince of Tides,1991,R,25 Dec 1991,132 min,"Drama, Romance",Barbra Streisand,"Pat Conroy, Becky Johnston","Barbra Streisand, Nick Nolte, Blythe Danner",A troubled man talks to his suicidal sister's psychiatrist about their family history and falls in love with her in the process.,English,United States,Nominated for 7 Oscars. 3 wins & 18 nominations total,https://m.media-amazon.com/images/M/MV5BY2I1ZmUyMDgtYWU5Yy00MDQ4LThjMzgtNzVhODM5MGI4OGJlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,6.8,"20,524",tt0102713,movie,N/A,"$74,787,599",N/A,N/A,True
Legends of the Fall,1994,R,13 Jan 1995,133 min,"Drama, Romance, War",Edward Zwick,"Susan Shilliday, William D. Wittliff, Jim Harrison","Brad Pitt, Anthony Hopkins, Aidan Quinn","In the early 1900s, three brothers and their father living in the remote wilderness of Montana are affected by betrayal, history, love, nature, and war.","English, Cornish",United States,Won 1 Oscar. 3 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BMzFlMjE3NjYtYjIwMC00YTVhLWJlOWMtZjM1NDdmMTk1OGRlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,7.5,"191,415",tt0110322,movie,05 Feb 2008,"$66,638,883",N/A,N/A,True
Up in the Air,2009,R,23 Dec 2009,109 min,"Comedy, Drama, Romance",Jason Reitman,"Walter Kirn, Jason Reitman, Sheldon Turner","George Clooney, Vera Farmiga, Anna Kendrick","Ryan's job is to travel around the country firing off people. When his boss hires Natalie, who proposes firing people via video conference, he tries to convince her that her method is a mistake.",English,United States,Nominated for 6 Oscars. 75 wins & 171 nominations total,https://m.media-amazon.com/images/M/MV5BMTI3MzYxMTA4NF5BMl5BanBnXkFtZTcwMDE4ODg3Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,7.4,"355,244",tt1193138,movie,N/A,"$83,823,381",N/A,N/A,True
About Schmidt,2002,R,03 Jan 2003,125 min,Drama,Alexander Payne,"Louis Begley, Alexander Payne, Jim Taylor","Jack Nicholson, Hope Davis, Dermot Mulroney","Newly retired from the insurance industry, Omaha native Warren Schmidt embarks on an RV journey to his estranged daughter Jeannie's wedding in Denver Colorado, only to discover more about himself and life than he ever expected.",English,United States,Nominated for 2 Oscars. 25 wins & 71 nominations total,https://m.media-amazon.com/images/M/MV5BMTg3ODY2ODM3OF5BMl5BanBnXkFtZTYwOTQ5NTM3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,7.2,"135,878",tt0257360,movie,N/A,"$65,016,287",N/A,N/A,True
Warm Bodies,2013,PG-13,01 Feb 2013,98 min,"Comedy, Horror, Romance",Jonathan Levine,"Isaac Marion, Jonathan Levine","Nicholas Hoult, Teresa Palmer, John Malkovich","After a highly unusual zombie saves a still-living girl from an attack, the two form a relationship that sets in motion events that might transform the entire lifeless world.",English,"United States, Canada",2 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BNTM2YWZhMDUtMzEzMi00YzUzLWI0ZjYtNzgzNTA4YWEzOTdkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.8,"249,995",tt1588173,movie,N/A,"$66,380,662",N/A,N/A,True
Looper,2012,R,28 Sep 2012,119 min,"Action, Drama, Sci-Fi",Rian Johnson,Rian Johnson,"Joseph Gordon-Levitt, Bruce Willis, Emily Blunt","In 2074, when the mob wants to get rid of someone, the target is sent into the past, where a hired gun awaits - someone like Joe - who one day learns the mob wants to 'close the loop' by sending back Joe's future self for assassin...","English, French","United States, China",18 wins & 47 nominations total,https://m.media-amazon.com/images/M/MV5BMTg5NTA3NTg4NF5BMl5BanBnXkFtZTcwNTA0NDYzOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,7.4,"616,840",tt1276104,movie,N/A,"$66,486,205",N/A,N/A,True
Down to Earth,2001,PG-13,16 Feb 2001,87 min,"Comedy, Fantasy","Chris Weitz, Paul Weitz","Elaine May, Warren Beatty, Chris Rock","Chris Rock, Regina King, Chazz Palminteri","After dying before his time, an aspiring black comic gets a second shot at life - by being placed in the body of a wealthy white businessman.",English,"Germany, Canada, Australia, United States",3 nominations,https://m.media-amazon.com/images/M/MV5BMGRjNjNlYTAtOTg5NS00Mzk4LWI4OWEtNGExNWUyMjk0NzIzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",32,5.4,"25,045",tt0231775,movie,N/A,"$64,186,502",N/A,N/A,True
Babe,1995,G,04 Aug 1995,91 min,"Comedy, Drama, Family",Chris Noonan,"Dick King-Smith, George Miller, Chris Noonan","James Cromwell, Magda Szubanski, Christine Cavanaugh","Gentle farmer Arthur Hoggett wins a piglet Babe at a county fair. Narrowly escaping his fate as Christmas dinner, Babe bonds with motherly border collie Fly and discovers that he too can herd sheep. But will the other animals acce...",English,"Australia, United States, United Kingdom",Won 1 Oscar. 20 wins & 26 nominations total,https://m.media-amazon.com/images/M/MV5BODYxZWZiMTgtMjJhOC00OTE1LTk0MmQtMGFiOGY3ZTAwZGRjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,6.9,"137,298",tt0112431,movie,N/A,"$63,658,910",N/A,N/A,True
Hope Springs,2012,PG-13,08 Aug 2012,100 min,"Comedy, Drama, Romance",David Frankel,Vanessa Taylor,"Meryl Streep, Tommy Lee Jones, Steve Carell","After thirty years of marriage, a middle-aged couple attends an intense, week-long counseling session to work on their relationship.",English,"Canada, United States",2 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BMjIxODY2OTg2N15BMl5BanBnXkFtZTcwODAyODg5Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,6.3,"44,850",tt1535438,movie,N/A,"$63,536,011",N/A,N/A,True
Forgetting Sarah Marshall,2008,R,18 Apr 2008,111 min,"Comedy, Drama, Romance",Nicholas Stoller,Jason Segel,"Kristen Bell, Jason Segel, Paul Rudd","Devastated Peter takes a Hawaiian vacation in order to deal with the recent break-up with his TV star girlfriend, Sarah. Little does he know, Sarah's traveling to the same resort as her ex - and she's bringing along her new boyfri...","English, Hawaiian, German, Japanese",United States,4 wins & 19 nominations total,https://m.media-amazon.com/images/M/MV5BMTYzODgzMjAyM15BMl5BanBnXkFtZTcwMTI3NzI2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.1,"309,997",tt0800039,movie,N/A,"$63,172,463",N/A,N/A,True
Friday Night Lights,2006–2011,TV-14,03 Oct 2006,44 min,"Drama, Sport",N/A,Peter Berg,"Kyle Chandler, Connie Britton, Zach Gilford","A drama that follows the lives of the Dillon Panthers, one of the nation's best high school football teams, and their head coach Eric Taylor.",English,United States,Won 3 Primetime Emmys. 22 wins & 122 nominations total,https://m.media-amazon.com/images/M/MV5BNzMxNzQwODItNDFiYy00YjFhLWJjMzUtYjc0Nzk5ZTI4ODA1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.7/10'}]",N/A,8.7,"75,228",tt0758745,series,5,True,,,
